label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,label_name
2,11,948,45,2,6,32,179,9,12,126,38,567,11,3,949,5,115,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,650,760,2,6,179,32,86,11,27,180,87,246,126,9,6,12,11,205,5,115,0,0,0,0,0,0,0,Bronchial Asthma
2,568,650,568,760,2,6,65,86,120,11,286,38,566,9,12,3,11,5,119,192,206,0,0,0,0,0,0,Bronchial Asthma
2,44,276,18,32,65,3,11,393,27,180,9,6,12,178,246,126,501,5,191,11,0,0,0,0,0,0,0,Bronchial Asthma
2,276,421,32,339,3,11,27,180,9,761,12,178,360,246,126,500,5,191,11,0,0,0,0,0,0,0,0,Bronchial Asthma
2,2,6,179,32,86,11,27,180,51,38,566,9,6,12,11,205,5,119,192,206,0,0,0,0,0,0,0,Bronchial Asthma
2,2,70,65,120,11,87,246,126,9,12,3,205,5,115,11,0,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,167,94,169,11,501,35,51,9,12,245,5,119,192,206,0,0,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,762,11,27,180,51,38,950,9,3,12,2,32,144,205,5,115,11,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,8,12,9,120,11,361,126,3,205,5,119,192,206,141,179,32,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,51,90,120,11,230,11,5,119,192,206,12,9,141,339,144,168,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,11,763,45,68,51,9,951,2,32,179,3,205,5,115,11,764,168,112,10,952,0,0,0,0,0,0,0,Bronchial Asthma
2,120,11,45,3,51,98,32,65,9,422,35,569,112,3,11,5,115,38,765,256,0,0,0,0,0,0,0,Bronchial Asthma
2,167,68,51,169,11,94,9,70,12,245,5,119,192,206,87,168,141,339,181,0,0,0,0,0,0,0,0,Bronchial Asthma
2,51,90,120,11,230,11,5,119,192,206,12,9,141,65,144,766,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,2,6,194,86,120,11,68,51,9,953,3,2,70,65,205,5,115,11,764,168,112,0,0,0,0,0,0,Bronchial Asthma
2,44,2,149,9,422,120,11,286,98,11,5,97,3,2,18,767,168,112,18,35,0,0,0,0,0,0,0,Bronchial Asthma
2,9,11,27,180,361,126,61,11,5,119,192,451,2,18,181,32,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,568,74,11,286,68,64,12,9,5,191,205,2,305,32,179,0,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,44,651,954,112,207,74,11,570,286,12,9,5,115,3,2,32,144,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,571,168,651,247,90,207,74,11,68,51,12,9,222,115,768,3,2,32,144,0,0,0,0,0,0,0,0,Bronchial Asthma
2,287,89,955,247,90,40,74,11,98,51,85,362,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,395,423,45,363,956,957,288,769,255,12,9,5,115,10,770,958,959,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,8,361,126,120,11,12,9,3,205,5,119,192,206,141,339,231,87,168,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,32,65,9,422,35,569,112,3,11,5,115,38,765,256,0,0,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,771,960,8,361,126,120,11,12,9,3,205,5,119,192,206,2,18,339,65,277,394,168,2,18,104,772,0,Bronchial Asthma
2,771,961,12,9,120,11,361,126,61,11,5,119,192,451,2,6,962,181,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,394,28,169,11,68,51,94,9,12,245,5,119,192,206,277,339,65,2,18,104,772,0,0,0,0,0,0,Bronchial Asthma
2,167,120,11,286,90,230,11,5,119,192,206,12,9,6,179,65,452,141,277,194,0,0,0,0,0,0,0,Bronchial Asthma
2,168,50,11,286,90,963,11,5,119,192,206,12,9,6,65,65,452,141,277,194,0,0,0,0,0,0,0,Bronchial Asthma
2,120,11,286,98,230,47,267,35,205,964,965,119,192,206,3,12,9,571,2,424,194,256,179,65,0,0,0,Bronchial Asthma
2,120,11,502,90,230,167,12,9,205,5,119,192,206,11,571,2,277,104,190,339,966,256,0,0,0,0,0,Bronchial Asthma
2,9,422,32,144,245,5,191,569,112,6,87,256,501,967,0,0,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,395,255,12,9,363,51,773,52,105,45,968,144,770,774,453,0,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,568,10,74,11,48,51,12,9,205,5,115,2,18,32,65,0,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,11,425,45,3,502,90,9,422,32,181,112,6,178,396,0,0,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,61,758,48,51,255,120,11,245,5,119,192,206,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,167,51,11,127,2,181,12,9,245,5,119,192,451,393,2,181,65,360,168,256,0,0,0,0,0,0,0,Bronchial Asthma
2,8,68,51,319,11,503,205,5,119,192,206,3,142,12,58,255,766,393,2,70,268,65,0,0,0,0,0,Bronchial Asthma
2,969,650,970,44,276,305,181,11,27,180,9,6,12,286,38,566,59,11,5,191,119,206,0,0,0,0,0,Bronchial Asthma
2,167,94,169,11,501,35,51,9,12,245,5,119,192,206,0,0,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,395,255,12,9,363,51,773,52,105,45,2,971,115,163,972,774,453,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
2,775,247,98,287,207,74,11,286,68,572,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
3,8,23,29,7,120,11,85,278,15,3,16,2,136,88,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,69,319,11,278,85,168,306,29,30,8,15,7,64,397,504,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,89,29,7,454,11,85,53,92,59,15,16,90,82,455,88,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,29,7,454,11,364,53,92,113,61,15,16,48,279,88,153,10,232,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,29,7,245,11,364,53,92,426,61,15,16,48,279,88,153,10,427,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,7,573,11,11,364,53,92,426,61,15,16,48,279,88,153,10,427,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,167,29,7,11,27,180,85,973,15,16,98,82,22,88,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,29,30,120,11,85,652,113,90,397,22,653,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,29,30,51,68,85,652,16,90,397,22,88,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,8,103,29,7,74,11,257,574,652,15,16,2,136,320,208,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,167,23,29,7,74,11,278,85,141,232,654,208,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,640,29,7,74,11,278,85,2,136,505,208,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,167,29,7,319,11,278,85,141,456,32,208,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,89,29,7,575,11,85,278,15,25,90,82,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,29,7,575,11,278,85,113,88,136,220,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,974,68,51,278,85,113,88,136,220,15,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,167,29,7,120,11,85,19,15,16,98,82,155,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,29,7,763,11,19,85,113,90,82,22,653,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,29,7,319,11,19,85,113,220,82,22,976,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,8,23,29,7,11,193,27,85,278,15,3,16,2,136,88,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,977,11,776,358,29,7,278,85,8,15,7,64,136,320,199,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,777,11,776,149,29,7,278,85,2,15,7,64,136,505,199,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,168,29,7,11,27,180,85,53,92,15,16,98,82,455,88,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,29,7,120,11,364,53,92,113,48,279,88,8,82,15,16,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,29,7,74,11,198,53,92,113,98,279,88,8,82,15,16,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,8,29,7,120,11,364,53,92,48,279,88,569,397,15,16,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,53,92,32,978,29,7,120,11,61,8,15,7,88,90,3,89,82,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,29,7,120,11,53,156,85,113,8,15,7,88,90,82,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,29,7,120,11,364,53,92,113,48,279,88,8,82,15,16,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,89,29,7,74,11,257,574,19,15,25,2,136,320,208,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,29,7,74,11,257,19,574,113,15,16,2,232,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,19,257,574,8,29,7,74,11,8,15,7,141,232,505,208,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,19,159,8,29,34,141,232,654,208,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,8,29,7,74,11,19,85,8,15,7,141,232,48,979,980,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,167,103,29,7,319,11,85,53,92,15,25,98,82,155,88,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,149,29,7,120,11,85,53,92,90,82,88,155,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,89,23,29,7,120,11,364,53,92,8,90,397,88,90,15,16,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,69,120,11,85,53,92,23,29,7,5,48,8,90,397,88,155,15,16,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,8,23,29,7,11,205,97,85,19,15,3,16,2,136,320,208,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,61,306,29,7,3,11,115,2,32,141,232,505,208,15,16,64,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,19,18,32,11,97,69,358,29,30,61,2,32,456,15,16,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,69,981,11,19,85,168,306,29,7,61,141,427,506,208,15,16,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,168,29,7,120,11,85,278,15,25,90,82,155,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,29,34,319,11,278,85,113,48,982,88,155,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,29,7,11,27,180,278,85,8,15,7,504,88,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,89,29,7,319,11,85,53,92,15,16,2,136,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,29,7,120,11,364,53,92,113,15,16,2,232,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,29,7,120,11,85,53,92,15,16,2,983,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,167,29,7,575,11,85,19,15,25,98,82,320,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,29,7,575,11,19,85,113,90,82,984,88,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
4,8,103,21,4,778,655,3,14,24,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicken pox
4,2,94,233,656,234,75,657,45,2,507,576,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicken pox
4,12,9,221,45,307,66,3,152,14,4,87,985,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicken pox
4,22,49,83,78,109,236,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicken pox
4,128,24,84,26,508,658,2,70,144,8,121,9,170,71,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicken pox
4,248,210,54,66,30,15,780,307,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicken pox
4,2,6,104,42,40,365,428,986,307,659,152,128,24,84,53,21,200,0,0,0,0,0,0,0,0,0,0,Chicken pox
4,21,47,87,150,71,10,145,3,22,49,2,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicken pox
4,236,14,4,223,398,66,5,30,509,150,71,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicken pox
4,233,22,49,141,6,104,307,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicken pox
4,4,14,24,209,223,26,8,103,21,132,53,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicken pox
4,12,9,221,45,76,269,307,66,3,24,84,53,92,131,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicken pox
4,4,14,24,131,223,26,121,9,66,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicken pox
4,2,94,233,656,234,75,657,45,2,507,576,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicken pox
4,128,24,84,26,508,577,60,42,83,223,398,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicken pox
4,21,47,87,150,71,83,10,145,14,60,42,141,6,179,65,0,0,0,0,0,0,0,0,0,0,0,0,Chicken pox
4,233,22,49,12,9,23,13,307,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicken pox
4,12,9,54,248,210,66,308,30,13,2,32,94,87,151,9,0,0,0,0,0,0,0,0,0,0,0,0,Chicken pox
